following,answers_number,last_answers,description,title
0,"
4
","

asci homem? Gov't is killing you at night with high frequency electricity. Theotokos Virgin Mary gave prayers to ""Schema-nun Antonia"" on how to save aborted babies from hell. If you pray these prayers diligently, aborted babies are released from hell. On each painted nail there are 40 demons. Smoking is censer to the devil. Using foul language calls upon Pagan deities (aka demons); Holy Spirit departs on 7 meters. People who use drugs see demons who cleverly disguise themselves as ghosts and aliens. America will be last country to switch to Euro (antichrist's world currency). Contraceptives = abortion; using contraceptives for 1 year = 5 aborted kids. Miscarriages happen because of high heels; cesarean because of tight pants (second generation cesarean will be infertile). Unbaptized aborted/miscarried/unborn babies burn in hell for 33 and a half years; if pregnant, keep the kid and deliver at home because kids are chipped using IVs and vaccines in hospitals. Dentists and doctors chip patients secretly. Ultrasound leads to mark of the beast; don't do ultrasound, please. Abortion leads to breast cancer; a demon is released from hell for each aborted kid. Dogs can become possessed; don't keep dogs inside you home [Pelageya of Ryazan]. Walmart has technology to administer mark of the beast to those who have cat bacteria in their stomachs; stay away from cats [Afanasiy Sidyachiy]. Next false flag is the Statue of Liberty. Above earth there is ice (hemisphere); when rockets go up they bring ice down from upper sky to lower sky; ice stuck in lower sky will fall on us during Apocalypse. Earth is flat; earth stands on 3 pillars (the Most Holy Trinity); pillars stand on water at zero Kelvin; underneath this ice there is a bubble; and then the abyss. Zodiac is planetary prison of demons; don't believe in horoscopes or you'll exhibit the traits of the trapped demons. Most thoughts and dreams are from demons; demons never do good. Sleep fully clothed; pray the Jesus prayer. Pray to your guardian angel to have normal sleep. Vyacheslav Krasheninnikov was the last prophet before Apostle John (who wrote the Book of Revelation), Enoch, Elijah, resurrected Seraphim of Sarov, and resurrected Sergius of Radonezh will preach against the antichrist. Humans were created about 7525 years ago. Birds participate in time creation. It's a sin to kill birds. Dinosaurs live under our level; they will get out through sinkholes and lakes; to kill them, go for their nerves. Save the birds; but kill the dinosaurs. First dinosaur will come out of Volga River in Russia. Scientists don't see dinosaurs under our level because of radiation. Sinkholes happen because people dig for resources underground and because earth is heating up. Demons grow human skin (from a sample taken during abduction) and put it on so as to look like us. Demons will invite people to be healed inside their UFOs; those who go will be like zombies after. Gov't provides demons with diamonds and allows demons to abduct people. If you're being abducted, slowly pray the Jesus prayer. Don't panic. Demons use diamonds and souls to power their UFO craft. The bigger the diamond, the more it lasts. Demons have 4 UFO bases: 1)moon 2)inside fake mountain Kailash in Tibet 3)in lake Baikal in Russia 4)in Atlantis which is underneath the Mariana Trench in Pacific Ocean. There are no aliens. Nobody lives on other planets. Airplanes that go down are hit by demons because they need the airspace to fight Jesus. Antichrist is pale with red eyes. He's possessed by Satan since he's 12 years old [Lavrentiy Chernigovskiy]. He flies super fast; deceived people will say: ""Christ is here; Christ is there"" when he's flying from one city to the next very fast. He wears gloves to hide long nails. He's surrounded by demons who appear as angels of light. Antichrist will trick people that he can do mountain moving and resurrection using holograms; fire from the sky is real because of pollution gases in the atmosphere. Antichrist will have food only for 6 months; then he will feed his 666ed people flour from mashed up turtles (Tavrion Batozskiy), but this won't be enough because 666ed people are 10 times as angry and 7 times as hungry as normal people even though 666ed people became shorter (3-4 feet tall = 80 - 120 cm) because nanochips do function of organs (organs diminish) [Nilus Myrrhgusher]. If you have a lot of nanochips in your forearm, then you will not be able to make proper Orthodox sign of the cross (last mercy for you will be to cut your forearm off). Nanochips are sprayed by the gov't using chemtrails; they're also in gov't food and medicine; so, eat food from your own garden. In case garden is destroyed by ice from the sky, have chickens for eggs and goats for milk (Paisios). Lipstick contains cells of aborted fetuses, dog fat, and placenta; human flesh is in McDonalds, Pepsi, toothpaste, antiaging, anticancer, vaccines, perfume, etc.; that's why you should not be using anything that modern society has to offer. You're better off hiding within a 10-12 people group in order to escape Apocalypse. During Apocalypse, Chrtistians will eat dirt from under pussywillowtree as it's filled with tears of Theotokos Virgin Mary; this water will flee if a 666ed person tries to get it. Barcode is Druid black magic curse; QRcode is Mayan curse; when food is scanned, it becomes dead because laser is a substance from demons. Don't go into a UFO to be healed by demons. Green 666 is given by isotope rays on wrist or forehead when people stretch hands to receive small plastic grey card with no name on it (World Passport). It doesn't just have to be during this procedure (could be anything you sign up for or anywhere where there is a secret scanner); biometrics (fingerprints, eyes scan) or getting picture for passport are very dangerous because they could mark you secretly. Gabriel Urgebadze said that they do it on index finger when they scan your finger. Basically, try to avoid new documents at all cost. Police will microchip and isotope ray people on highways. Chipped people will be influenced by computers to take grey plastic card; but when they do, green mark by isotope rays is given on forehead/wrist. Food stores will isotope ray people too. Antichrist will also release prisoners to mark people. Reject 666 at all cost because it leads to permanent hell. If you're about to be marked, pray the Jesus prayer. Hide with Orthodox Christians to escape 666; leave all electronics behind so that antichrist's minions can't track you; burn documents because they're from Satan. The Most Holy Trinity gives you a name during baptism; devil gives an antiname during antibaptism (ex. Social Security Number). People who die with these Satanic documents go to concentration camp in hell to await Final Judgement; once the BEAST Computer is burned down, souls will be released for Final Judgement. That's why you should give back documents of your deceased relatives back to the gov't so that the gov't cancels these digital antichristian names given during antibaptism by the beast system; or just burn these documents because gov't could get upset and could send demons to mark you because of this outright act of defiance. Prophecy from half a millenium ago describes Final Judgement like this: Jesus was very upset with people who had little boards (plastic cards) in their hands because they wanted discount from the antichrist. Give to charity in the name of Archangel Michael; he rescues people from temporary hell twice a year [at midnight between September 18 and September 19 and similarly on November 20-21; pray at these times on your knees remembering the deceased by names (adding ""and relatives by flesh up to Adam"") so that they are rescued if they're in hell] (or brings them up a level, that is, to a level with less punishment; eventually, people are freed). Feed the pigeons; when pigeons bow down, people are saved from temporary hell. It's a big sin to remember the dead with wreaths (because demons put these wreaths on their necks if they're in hell with their hands tied up behind their back while hanging by their hands), meat, alcohol, sweets, and worldly music. Demons print icons on saints in newspapers so that you throw these newspapers in the trash blaspheming these saints. Crosses on soles of shoes and back of pants are blasphemy. Demons make carpets with crosses and put them on sidewalks so that people walk on crosses. Playing cards mock how Jesus suffered on the cross: clubs (cross on which Jesus was crucified), diamonds (four nails Jesus was crucified with), hearts (sponge with vinegar that Jesus was given to drink), spades (spear with which Jesus was pierced). Cremation is devil worship; only blasphemers such as Lenin should be burned; if Lenin is buried, earth will be polluted, and China will attack Russia because of this. After China attacks Russia, Ruski Orthodox Tsar (shown by resurrected Seraphim of Sarov) will come to power in Russia; this Tsar will slay traitors inside church and gov't; as a result, Russia will be the only country not under the antichrist. Ecumenism has 263 heresies; each heresy leads to hell. In 2006 in Moscow (that's why Moscow will sink), representatives from most religions signed a document where it says that all religions worship the same Supreme Being [aka the devil]. Priests who participate in ecumenism will have Pagans walking on their heads in hell. Arkhimandrite Antonin Kapustin left a prophecy that John the Baptist's living space will become a church and it will be blessed by forerunner of antichrist; Patriarch Kirill of Russia blessed this church. When priests pray for current gov't (instead of praying for future Tsar), Jesus gets up from His throne and turns His back to them. Forgive me.

,

Olá, e obrigado por ler esta carta. Tem um garoto faminto em Baklaliviatatlaglooshen que não tem braços, não tem pernas, não tem pais, e não tem bodes. A vida deste menino pode ser salva, porque cada vez que você mandar essa mensagem, um dólar será doado para o Fundo Baklaliviatatlaglooshenense Para Garotos Pernetas Manetas Órfãos e sem Bodes. Lembre-se, nós não temos nenhuma maneira de contar quantas cartas foram mandadas e isso é tudo bobagem, então, mande para 5 pessoas nos próximos 47 segundos. Ah, um lembrete – se você mandar acidentalmente para 4 ou 6 pessoas, você morrerá instantaneamente. Obrigado!

A vontade de Deus nunca irá leva-lo aonde a graça de Deus não possa protege-lo

,

Ainda bem q isso e photoshop

,

Como tirar papel preso no machucado?

","
","
Ainda bem que eu nasci homem?
"
0,"
4
","

Que lindo

,

Cuidar para não pisar em cima, rs

,

.

","
","
Quais cuidados eu tenho que ter com esse bichinho?Tô afim de comprar um.?
"
0,"
4
","

N tenho certeza se ele comeu ele estava debaixo da geladeira e lá estava o veneno vou esperar aviso vcs

,

e Possso fazer mais? Gov't is killing you at night with high frequency electricity. Theotokos Virgin Mary gave prayers to ""Schema-nun Antonia"" on how to save aborted babies from hell. If you pray these prayers diligently, aborted babies are released from hell. On each painted nail there are 40 demons. Smoking is censer to the devil. Using foul language calls upon Pagan deities (aka demons); Holy Spirit departs on 7 meters. People who use drugs see demons who cleverly disguise themselves as ghosts and aliens. America will be last country to switch to Euro (antichrist's world currency). Contraceptives = abortion; using contraceptives for 1 year = 5 aborted kids. Miscarriages happen because of high heels; cesarean because of tight pants (second generation cesarean will be infertile). Unbaptized aborted/miscarried/unborn babies burn in hell for 33 and a half years; if pregnant, keep the kid and deliver at home because kids are chipped using IVs and vaccines in hospitals. Dentists and doctors chip patients secretly. Ultrasound leads to mark of the beast; don't do ultrasound, please. Abortion leads to breast cancer; a demon is released from hell for each aborted kid. Dogs can become possessed; don't keep dogs inside you home [Pelageya of Ryazan]. Walmart has technology to administer mark of the beast to those who have cat bacteria in their stomachs; stay away from cats [Afanasiy Sidyachiy]. Next false flag is the Statue of Liberty. Above earth there is ice (hemisphere); when rockets go up they bring ice down from upper sky to lower sky; ice stuck in lower sky will fall on us during Apocalypse. Earth is flat; earth stands on 3 pillars (the Most Holy Trinity); pillars stand on water at zero Kelvin; underneath this ice there is a bubble; and then the abyss. Zodiac is planetary prison of demons; don't believe in horoscopes or you'll exhibit the traits of the trapped demons. Most thoughts and dreams are from demons; demons never do good. Sleep fully clothed; pray the Jesus prayer. Pray to your guardian angel to have normal sleep. Vyacheslav Krasheninnikov was the last prophet before Apostle John (who wrote the Book of Revelation), Enoch, Elijah, resurrected Seraphim of Sarov, and resurrected Sergius of Radonezh will preach against the antichrist. Humans were created about 7525 years ago. Birds participate in time creation. It's a sin to kill birds. Dinosaurs live under our level; they will get out through sinkholes and lakes; to kill them, go for their nerves. Save the birds; but kill the dinosaurs. First dinosaur will come out of Volga River in Russia. Scientists don't see dinosaurs under our level because of radiation. Sinkholes happen because people dig for resources underground and because earth is heating up. Demons grow human skin (from a sample taken during abduction) and put it on so as to look like us. Demons will invite people to be healed inside their UFOs; those who go will be like zombies after. Gov't provides demons with diamonds and allows demons to abduct people. If you're being abducted, slowly pray the Jesus prayer. Don't panic. Demons use diamonds and souls to power their UFO craft. The bigger the diamond, the more it lasts. Demons have 4 UFO bases: 1)moon 2)inside fake mountain Kailash in Tibet 3)in lake Baikal in Russia 4)in Atlantis which is underneath the Mariana Trench in Pacific Ocean. There are no aliens. Nobody lives on other planets. Airplanes that go down are hit by demons because they need the airspace to fight Jesus. Antichrist is pale with red eyes. He's possessed by Satan since he's 12 years old [Lavrentiy Chernigovskiy]. He flies super fast; deceived people will say: ""Christ is here; Christ is there"" when he's flying from one city to the next very fast. He wears gloves to hide long nails. He's surrounded by demons who appear as angels of light. Antichrist will trick people that he can do mountain moving and resurrection using holograms; fire from the sky is real because of pollution gases in the atmosphere. Antichrist will have food only for 6 months; then he will feed his 666ed people flour from mashed up turtles (Tavrion Batozskiy), but this won't be enough because 666ed people are 10 times as angry and 7 times as hungry as normal people even though 666ed people became shorter (3-4 feet tall = 80 - 120 cm) because nanochips do function of organs (organs diminish) [Nilus Myrrhgusher]. If you have a lot of nanochips in your forearm, then you will not be able to make proper Orthodox sign of the cross (last mercy for you will be to cut your forearm off). Nanochips are sprayed by the gov't using chemtrails; they're also in gov't food and medicine; so, eat food from your own garden. In case garden is destroyed by ice from the sky, have chickens for eggs and goats for milk (Paisios). Lipstick contains cells of aborted fetuses, dog fat, and placenta; human flesh is in McDonalds, Pepsi, toothpaste, antiaging, anticancer, vaccines, perfume, etc.; that's why you should not be using anything that modern society has to offer. You're better off hiding within a 10-12 people group in order to escape Apocalypse. During Apocalypse, Chrtistians will eat dirt from under pussywillowtree as it's filled with tears of Theotokos Virgin Mary; this water will flee if a 666ed person tries to get it. Barcode is Druid black magic curse; QRcode is Mayan curse; when food is scanned, it becomes dead because laser is a substance from demons. Don't go into a UFO to be healed by demons. Green 666 is given by isotope rays on wrist or forehead when people stretch hands to receive small plastic grey card with no name on it (World Passport). It doesn't just have to be during this procedure (could be anything you sign up for or anywhere where there is a secret scanner); biometrics (fingerprints, eyes scan) or getting picture for passport are very dangerous because they could mark you secretly. Gabriel Urgebadze said that they do it on index finger when they scan your finger. Basically, try to avoid new documents at all cost. Police will microchip and isotope ray people on highways. Chipped people will be influenced by computers to take grey plastic card; but when they do, green mark by isotope rays is given on forehead/wrist. Food stores will isotope ray people too. Antichrist will also release prisoners to mark people. Reject 666 at all cost because it leads to permanent hell. If you're about to be marked, pray the Jesus prayer. Hide with Orthodox Christians to escape 666; leave all electronics behind so that antichrist's minions can't track you; burn documents because they're from Satan. The Most Holy Trinity gives you a name during baptism; devil gives an antiname during antibaptism (ex. Social Security Number). People who die with these Satanic documents go to concentration camp in hell to await Final Judgement; once the BEAST Computer is burned down, souls will be released for Final Judgement. That's why you should give back documents of your deceased relatives back to the gov't so that the gov't cancels these digital antichristian names given during antibaptism by the beast system; or just burn these documents because gov't could get upset and could send demons to mark you because of this outright act of defiance. Prophecy from half a millenium ago describes Final Judgement like this: Jesus was very upset with people who had little boards (plastic cards) in their hands because they wanted discount from the antichrist. Give to charity in the name of Archangel Michael; he rescues people from temporary hell twice a year [at midnight between September 18 and September 19 and similarly on November 20-21; pray at these times on your knees remembering the deceased by names (adding ""and relatives by flesh up to Adam"") so that they are rescued if they're in hell] (or brings them up a level, that is, to a level with less punishment; eventually, people are freed). Feed the pigeons; when pigeons bow down, people are saved from temporary hell. It's a big sin to remember the dead with wreaths (because demons put these wreaths on their necks if they're in hell with their hands tied up behind their back while hanging by their hands), meat, alcohol, sweets, and worldly music. Demons print icons on saints in newspapers so that you throw these newspapers in the trash blaspheming these saints. Crosses on soles of shoes and back of pants are blasphemy. Demons make carpets with crosses and put them on sidewalks so that people walk on crosses. Playing cards mock how Jesus suffered on the cross: clubs (cross on which Jesus was crucified), diamonds (four nails Jesus was crucified with), hearts (sponge with vinegar that Jesus was given to drink), spades (spear with which Jesus was pierced). Cremation is devil worship; only blasphemers such as Lenin should be burned; if Lenin is buried, earth will be polluted, and China will attack Russia because of this. After China attacks Russia, Ruski Orthodox Tsar (shown by resurrected Seraphim of Sarov) will come to power in Russia; this Tsar will slay traitors inside church and gov't; as a result, Russia will be the only country not under the antichrist. Ecumenism has 263 heresies; each heresy leads to hell. In 2006 in Moscow (that's why Moscow will sink), representatives from most religions signed a document where it says that all religions worship the same Supreme Being [aka the devil]. Priests who participate in ecumenism will have Pagans walking on their heads in hell. Arkhimandrite Antonin Kapustin left a prophecy that John the Baptist's living space will become a church and it will be blessed by forerunner of antichrist; Patriarch Kirill of Russia blessed this church. When priests pray for current gov't (instead of praying for future Tsar), Jesus gets up from His throne and turns His back to them. Forgive me.

,

O veneno e para rato nao pra coelhos, se ele esta bem, nao vomita ou nem fez nada diferente entao ele esta bem, leve ao veterinario e explique que e uma emergencia. N deixar de atender vcs eu acho. Ou entao leve amanha cedo (madrugada abre as 6h da manha ) ao veterinario publico.

,

O efeito é rápido.
Acho que ele n vaI morrer.

,

o Veneno Leva em media de 30 minutos, mas é recomendado levar ao veterianio,

Aconselho não ter experanças

","
Nao tenho dinheiro para leva lo no veterinário, e quanto tempo demora pro veneno fazer efeito?, estou c medo gosto muito dele
","
Gente meu coelho de. 21 dias comeu um veneno de rato a marca do veneno é uma vagabunda ja dei leite e clara de ovo, o que Possso fazer mais?
"
0,"
4
","

Mamíferos em geral peidam.

,

É precisamente ao conhecer seus limites que a filosofia existe.

Eu somente acreditaria em um Deus que soubesse dançar.

,

É no problema da educação que assenta o grande segredo do aperfeiçoamento da humanidade.

A natureza não faz nada inútil.

","
","
Porquinho da india peida?
"
0,"
7
","

Kkkkk

,

Kkll

,

2 PONTOS

ESCOLHA A MELHOR RESPOSTA E GANHE 3 PONTOS

☆┌─┐　─┐☆

│▒│ /▒/

│▒│/▒/

│▒ /▒/─┬─┐

│▒│▒|▒│▒│

┌┴─┴─┐-┘─┘

│▒┌──┘▒▒▒│

└┐▒▒▒▒▒▒┌┘

└┐▒▒▒▒┌

,

Ame-a ou deixa-a!

,

SORRY

,

Você é jovem, meu filho, e, com o passar dos anos, o tempo vai mudar e até mesmo reverter muitas das suas opiniões presentes. Abstenha-se, portanto, um tempo de configurar-se como um juiz dos maiores assuntos.

As virtudes morais não são produzidas em nós nem pela natureza nem contra a natureza. A natureza, com certeza, prepara em nós o terreno para a recepção destas virtudes, mas a sua completa formação é produto do hábito.

,

Se compreenderes o amor de Deus por ti, deixarias de mendigar qualquer amor.

Todas as coisas possíveis de cair sob o conhecimento dos homens seguem-se umas às outras da mesma maneira que não pode haver quaisquer tão afastadas a que não se chegue por fim, nem tão ocultas que não se descubram.

","
","
Ola minha coelha esta sangrando pela Boca e na parede tem sangue..?
"
0,"
4
","

Mais bonita do que imagina.

,

A mulher invisível é linda e encantadora.

,

Que beleza...

","
","
Ela é bonita?
"
0,"
14
","

Vc precisa trabalhar mais a sua autoestima. pessoas bem resolvidas se sentem bem.

,

Número de pessoas que moram sozinhas quase dobrou nos últimos ...

www.gazetaonline.com.br › noticias › Cidades

09/04/2017 - Vem aumentando a população de idosos e fica mais comum morar ... de 28 anos, decidiu há 10 anos que iria viver sozinho em Cariacica.

Aumenta o número de pessoas que moram sozinhas no Brasil - Estadão

brasil.estadao.com.br/.../geral,aumenta...

02/12/2016 - Aumenta o número de pessoas que moram sozinhas no Brasil ... Este crescimento se deu na esteira do envelhecimento da população. ... eram 50,3% entre as pessoas que vivem em arranjos unipessoais, os homens, 49,7%.

Jornal Nacional - Aumenta o número de pessoas que vivem sozinhas ...

g1.globo.com/.../aumenta-o-numero-de-pe...

17/11/2011 - O Rio de Janeiro e o Rio Grande do Sul têm a maior fatia da população vivendo sozinha. Os menores índices estão no Amazonas e no ...

Por que mais brasileiros estão morando sozinhos? | EXAME

https://exame.abril.com.br/brasil/por-que-mais-brasileiros-estao-morando-sozinhos/

02/12/2016 - Os idosos são maioria entre os que vivem só: 44,3% deles têm 60 anos ou mais. ... a população idosa vai, de fato, aumentar no Brasil nos próximos anos, ... Em 2005, a parcela da população que vivia sozinha era maioria na ...

Número de pessoas em situação de rua aumenta mais de 150% em 3 ...

agenciabrasil.ebc.com.br/.../numero-de-...

04/06/2017 - Ninguém vive na rua porque gosta ou porque quer”. Edmílson ... Política para a População em Situação de Rua ainda não foi implementada no Rio ... “Ali, esse cidadão volta a criar vínculos e muitas vezes, dali, voa sozinho.

,

esprezada por todos? Gov't is killing you at night with high frequency electricity. Theotokos Virgin Mary gave prayers to ""Schema-nun Antonia"" on how to save aborted babies from hell. If you pray these prayers diligently, aborted babies are released from hell. On each painted nail there are 40 demons. Smoking is censer to the devil. Using foul language calls upon Pagan deities (aka demons); Holy Spirit departs on 7 meters. People who use drugs see demons who cleverly disguise themselves as ghosts and aliens. America will be last country to switch to Euro (antichrist's world currency). Contraceptives = abortion; using contraceptives for 1 year = 5 aborted kids. Miscarriages happen because of high heels; cesarean because of tight pants (second generation cesarean will be infertile). Unbaptized aborted/miscarried/unborn babies burn in hell for 33 and a half years; if pregnant, keep the kid and deliver at home because kids are chipped using IVs and vaccines in hospitals. Dentists and doctors chip patients secretly. Ultrasound leads to mark of the beast; don't do ultrasound, please. Abortion leads to breast cancer; a demon is released from hell for each aborted kid. Dogs can become possessed; don't keep dogs inside you home [Pelageya of Ryazan]. Walmart has technology to administer mark of the beast to those who have cat bacteria in their stomachs; stay away from cats [Afanasiy Sidyachiy]. Next false flag is the Statue of Liberty. Above earth there is ice (hemisphere); when rockets go up they bring ice down from upper sky to lower sky; ice stuck in lower sky will fall on us during Apocalypse. Earth is flat; earth stands on 3 pillars (the Most Holy Trinity); pillars stand on water at zero Kelvin; underneath this ice there is a bubble; and then the abyss. Zodiac is planetary prison of demons; don't believe in horoscopes or you'll exhibit the traits of the trapped demons. Most thoughts and dreams are from demons; demons never do good. Sleep fully clothed; pray the Jesus prayer. Pray to your guardian angel to have normal sleep. Vyacheslav Krasheninnikov was the last prophet before Apostle John (who wrote the Book of Revelation), Enoch, Elijah, resurrected Seraphim of Sarov, and resurrected Sergius of Radonezh will preach against the antichrist. Humans were created about 7525 years ago. Birds participate in time creation. It's a sin to kill birds. Dinosaurs live under our level; they will get out through sinkholes and lakes; to kill them, go for their nerves. Save the birds; but kill the dinosaurs. First dinosaur will come out of Volga River in Russia. Scientists don't see dinosaurs under our level because of radiation. Sinkholes happen because people dig for resources underground and because earth is heating up. Demons grow human skin (from a sample taken during abduction) and put it on so as to look like us. Demons will invite people to be healed inside their UFOs; those who go will be like zombies after. Gov't provides demons with diamonds and allows demons to abduct people. If you're being abducted, slowly pray the Jesus prayer. Don't panic. Demons use diamonds and souls to power their UFO craft. The bigger the diamond, the more it lasts. Demons have 4 UFO bases: 1)moon 2)inside fake mountain Kailash in Tibet 3)in lake Baikal in Russia 4)in Atlantis which is underneath the Mariana Trench in Pacific Ocean. There are no aliens. Nobody lives on other planets. Airplanes that go down are hit by demons because they need the airspace to fight Jesus. Antichrist is pale with red eyes. He's possessed by Satan since he's 12 years old [Lavrentiy Chernigovskiy]. He flies super fast; deceived people will say: ""Christ is here; Christ is there"" when he's flying from one city to the next very fast. He wears gloves to hide long nails. He's surrounded by demons who appear as angels of light. Antichrist will trick people that he can do mountain moving and resurrection using holograms; fire from the sky is real because of pollution gases in the atmosphere. Antichrist will have food only for 6 months; then he will feed his 666ed people flour from mashed up turtles (Tavrion Batozskiy), but this won't be enough because 666ed people are 10 times as angry and 7 times as hungry as normal people even though 666ed people became shorter (3-4 feet tall = 80 - 120 cm) because nanochips do function of organs (organs diminish) [Nilus Myrrhgusher]. If you have a lot of nanochips in your forearm, then you will not be able to make proper Orthodox sign of the cross (last mercy for you will be to cut your forearm off). Nanochips are sprayed by the gov't using chemtrails; they're also in gov't food and medicine; so, eat food from your own garden. In case garden is destroyed by ice from the sky, have chickens for eggs and goats for milk (Paisios). Lipstick contains cells of aborted fetuses, dog fat, and placenta; human flesh is in McDonalds, Pepsi, toothpaste, antiaging, anticancer, vaccines, perfume, etc.; that's why you should not be using anything that modern society has to offer. You're better off hiding within a 10-12 people group in order to escape Apocalypse. During Apocalypse, Chrtistians will eat dirt from under pussywillowtree as it's filled with tears of Theotokos Virgin Mary; this water will flee if a 666ed person tries to get it. Barcode is Druid black magic curse; QRcode is Mayan curse; when food is scanned, it becomes dead because laser is a substance from demons. Don't go into a UFO to be healed by demons. Green 666 is given by isotope rays on wrist or forehead when people stretch hands to receive small plastic grey card with no name on it (World Passport). It doesn't just have to be during this procedure (could be anything you sign up for or anywhere where there is a secret scanner); biometrics (fingerprints, eyes scan) or getting picture for passport are very dangerous because they could mark you secretly. Gabriel Urgebadze said that they do it on index finger when they scan your finger. Basically, try to avoid new documents at all cost. Police will microchip and isotope ray people on highways. Chipped people will be influenced by computers to take grey plastic card; but when they do, green mark by isotope rays is given on forehead/wrist. Food stores will isotope ray people too. Antichrist will also release prisoners to mark people. Reject 666 at all cost because it leads to permanent hell. If you're about to be marked, pray the Jesus prayer. Hide with Orthodox Christians to escape 666; leave all electronics behind so that antichrist's minions can't track you; burn documents because they're from Satan. The Most Holy Trinity gives you a name during baptism; devil gives an antiname during antibaptism (ex. Social Security Number). People who die with these Satanic documents go to concentration camp in hell to await Final Judgement; once the BEAST Computer is burned down, souls will be released for Final Judgement. That's why you should give back documents of your deceased relatives back to the gov't so that the gov't cancels these digital antichristian names given during antibaptism by the beast system; or just burn these documents because gov't could get upset and could send demons to mark you because of this outright act of defiance. Prophecy from half a millenium ago describes Final Judgement like this: Jesus was very upset with people who had little boards (plastic cards) in their hands because they wanted discount from the antichrist. Give to charity in the name of Archangel Michael; he rescues people from temporary hell twice a year [at midnight between September 18 and September 19 and similarly on November 20-21; pray at these times on your knees remembering the deceased by names (adding ""and relatives by flesh up to Adam"") so that they are rescued if they're in hell] (or brings them up a level, that is, to a level with less punishment; eventually, people are freed). Feed the pigeons; when pigeons bow down, people are saved from temporary hell. It's a big sin to remember the dead with wreaths (because demons put these wreaths on their necks if they're in hell with their hands tied up behind their back while hanging by their hands), meat, alcohol, sweets, and worldly music. Demons print icons on saints in newspapers so that you throw these newspapers in the trash blaspheming these saints. Crosses on soles of shoes and back of pants are blasphemy. Demons make carpets with crosses and put them on sidewalks so that people walk on crosses. Playing cards mock how Jesus suffered on the cross: clubs (cross on which Jesus was crucified), diamonds (four nails Jesus was crucified with), hearts (sponge with vinegar that Jesus was given to drink), spades (spear with which Jesus was pierced). Cremation is devil worship; only blasphemers such as Lenin should be burned; if Lenin is buried, earth will be polluted, and China will attack Russia because of this. After China attacks Russia, Ruski Orthodox Tsar (shown by resurrected Seraphim of Sarov) will come to power in Russia; this Tsar will slay traitors inside church and gov't; as a result, Russia will be the only country not under the antichrist. Ecumenism has 263 heresies; each heresy leads to hell. In 2006 in Moscow (that's why Moscow will sink), representatives from most religions signed a document where it says that all religions worship the same Supreme Being [aka the devil]. Priests who participate in ecumenism will have Pagans walking on their heads in hell. Arkhimandrite Antonin Kapustin left a prophecy that John the Baptist's living space will become a church and it will be blessed by forerunner of antichrist; Patriarch Kirill of Russia blessed this church. When priests pray for current gov't (instead of praying for future Tsar), Jesus gets up from His throne and turns His back to them. Forgive me.

,

Seja legal com as pessoas, e elas serão legais com você. Caso isso não aconteça, provavelmente não vale a pena ficar muito perto de quem não te valoriza. Porém, se você acha que ninguém, absolutamente ninguém mesmo, te valoriza, então é preciso que você avalie se isso não é coisa da sua cabeça.


Converse com um bom psicólogo ou um amigo realmente sábio (ouça mais de uma opinião). Às vezes nos sentimos desprezados, mas boa parte das vezes isso não condiz com a realidade. No mais, fique firme, que as coisas vão melhorar, com certeza.

,

Só desprezar as mesmas pessoas que estão lhe desprezando e arrumar novas amizades..

,

JFJ

,

Tente pensar só em vc então, e será feliz

,

Olá.


A parti desse momento tu
erga tua cabeça e diga pra ti, que sozinha tu não quer e nem precisa ficar, pois o mundo tem 7 bilhões de pessoas, e que tu tem condições de fazer tuas escolhas.

,

Vc não é fique tranquila

,

mande todos irem se lascar!

","
","
Me sinto desprezada por todos?
"
0,"
12
","

Satanas botando ovos novamente

,

o importante é ter saude

e Deus te ama

,

Ñ achei

,

bonitinho

,

Bonito.

,

Cara você é lindo! Deus te ama e não ligue para o que falam de você :)

,

FEIO

,

ENERGIA SOLAR - INSTALADOR SOLAR DE ALTA PERFORMANCE é mais que um curso

É um programa de aperfeiçoamento contínuo para instaladores, técnicos e empreendedores que querem entrar ou se aperfeiçoar no mercado de ENERGIA SOLAR.


Hoje, a energia solar é uma excelente solução para pessoas ou empresas que procuram economia na conta de energia e o mercado está em ascendência e a procura por profissionais capacitados para realizar instalações está alta e continuará crescendo.


UM CURSO COMPLETO E ACESSO A DIVERSAS PALESTRAS TOTALMENTE DE GRAÇA.

Todas as palestras e seminários que tivemos acesso está sendo disponibilizada, totalmente de graça, como Bônus para você. As palestras e seminários fara com que você alcance a alta performance no mercado de Energia Solar Fotovoltaica. Se você quer entrar no MERCADO DE ENERGIA SOLAR ESSE É O CURSO.


Você poderá fazer esse curso mesmo que esteja começando do zero veja esse link

https://go.hotmart.com/E6877592T


,

Feio

,

Bonito

","
","
Sou bonito, feio ou horroroso?
"
0,"
4
","

Porque todas as fotos em P&B parecem que foram retiradas da Deep Web?

,

Pesadão

,

Quero

","
","
Aquele coelho macabro da Deep Web?
"
0,"
6
","

Luan

,

Que tal: Patrick, Mel, Bob, Júnior, Henrique, Bella ou Allfred Clouver : )

,

Elton

,

Fuba

,

stalin

","
Pode ser nome masculino ou feminino !
","
Qual nome coloco no meu hamster ?
"
